 

[(76.11321687698363, 145.0675892829895), (67.84414529800414, 148.16615402698517), (59.946713447570794, 151.05046570301056), (53.04656982421874, 155.633043050766), (93.85615110397337, 162.07737028598785), (86.54055833816527, 161.75858795642853), (80.07428169250487, 162.2928249835968), (71.0748767852783, 161.37580633163452), (98.08145284652709, 172.48457193374634), (90.92164278030394, 171.6384243965149), (82.61359691619872, 171.29938960075378), (72.5421094894409, 170.18152356147766), (96.01462125778197, 182.03359723091125), (86.1910843849182, 180.81717252731323), (78.54096651077269, 178.82756173610687), (70.50998926162718, 175.92851758003235), (84.06028032302855, 187.29224145412445), (77.9515242576599, 185.99199056625366), (72.66917467117308, 184.4540798664093), (65.33361196517943, 182.14482307434082), (50.21124601364135, 166.8650633096695)]
[(76.4140748977661, 145.12047350406647), (68.21033477783202, 148.13120663166046), (60.25019645690917, 151.0652232170105), (53.24689865112304, 155.81059634685516), (94.45442676544188, 161.76795065402985), (87.07360267639159, 161.55220806598663), (80.56519746780394, 162.03453719615936), (71.54183149337767, 161.0994690656662), (98.43991756439208, 172.37602472305298), (91.45090341567992, 171.66740119457245), (83.29329729080199, 171.26447975635529), (72.7787160873413, 170.01971662044525), (96.5709614753723, 182.106671333313), (86.98455333709715, 180.89820742607117), (79.32415723800658, 178.9271342754364), (70.76503515243529, 176.00353181362152), (84.57521438598631, 187.35065817832947), (78.20011138916014, 186.05828046798706), (72.74945497512816, 184.57017481327057), (65.55993318557738, 182.34309196472168), (50.30704021453857, 167.1837204694748)]



[(76.48903369903563, 144.96580123901367), (68.44382286071776, 148.0553537607193), (60.74723482131957, 150.78304052352905), (54.13686275482177, 155.31383514404297), (94.2844247817993, 161.65659964084625), (86.78741455078124, 161.45813047885895), (80.46468973159789, 161.90136909484863), (71.3732886314392, 161.0185343027115), (98.57803344726561, 172.08719551563263), (91.35863542556761, 171.24839544296265), (83.16930055618285, 171.00276231765747), (72.61245489120482, 169.72611844539642), (96.4967894554138, 181.9869464635849), (86.76480531692503, 180.57548224925995), (79.34610843658446, 178.64124655723572), (70.62089681625365, 175.62753438949585), (85.0290012359619, 187.11771726608276), (78.56077909469603, 185.80616354942322), (73.11492919921874, 184.30271208286285), (65.02609491348265, 182.02288269996643), (51.457335948944085, 166.4367574453354)]



[(76.38705253601073, 144.9707454442978), (68.34011077880858, 148.04263651371002), (60.46109676361083, 150.79762279987335), (53.56103897094726, 155.51073968410492), (94.64578628540038, 161.82668030261993), (86.90522432327269, 161.65850222110748), (80.539813041687, 162.102729678154), (71.4645481109619, 161.12147390842438), (98.5494303703308, 172.10047602653503), (91.16116762161253, 171.2781983613968), (83.04166316986083, 170.82284331321716), (72.98598289489745, 169.7406506538391), (96.67969465255736, 181.37942254543304), (86.99340820312499, 180.1482778787613), (79.49627637863158, 178.28652799129486), (71.00261449813841, 175.52726089954376), (85.07475614547728, 186.64031982421875), (78.71379375457762, 185.50922334194183), (73.3296775817871, 184.0735137462616), (65.79551696777342, 181.71276211738586), (50.60518026351928, 167.11895763874054)]



[(76.78136587142943, 144.95340943336487), (68.70180845260619, 148.03979516029358), (60.73654890060424, 150.96603870391846), (53.78349065780639, 155.54978013038635), (94.67011213302611, 161.8570464849472), (86.87455415725707, 161.5776425600052), (80.66820859909056, 161.88999116420746), (71.5075635910034, 161.00858330726624), (98.87472867965697, 172.18761920928955), (91.53525352478026, 171.2738424539566), (83.39896202087401, 170.81093966960907), (72.92715311050414, 169.6530318260193), (96.95844411849974, 181.8092554807663), (87.13814735412596, 180.36031544208527), (79.66454744338988, 178.38603794574738), (70.81384420394896, 175.65458357334137), (85.4477834701538, 187.05743551254272), (78.99564743041991, 185.69811701774597), (73.42483520507811, 184.28149580955505), (65.54397583007811, 182.36203014850616), (50.82515716552734, 167.2318857908249)]


 

[(76.68673038482665, 144.97487604618073), (68.5838484764099, 148.13388526439667), (60.59308290481567, 150.93022763729095), (54.125204086303704, 155.8580231666565), (94.4928216934204, 161.792533993721), (86.9865846633911, 161.6254824399948), (80.77481746673583, 162.1703338623047), (71.89860820770262, 161.20855450630188), (99.01862382888793, 172.08690762519836), (91.59523487091063, 171.20559990406036), (83.2448387145996, 170.8543610572815), (73.27911615371703, 169.78248238563538), (97.00507879257201, 181.28093898296356), (87.32362747192381, 180.11023879051208), (79.71852779388426, 178.35398197174072), (71.08307361602782, 175.58167219161987), (85.46986341476439, 186.95626080036163), (79.31550264358519, 185.54545998573303), (73.93671512603758, 184.0470153093338), (66.19055986404418, 181.87874972820282), (51.62113666534423, 166.89535439014435)]



[(77.09532022476195, 145.18484830856323), (69.22089815139769, 148.40400159358978), (61.15740537643432, 151.34068429470062), (54.59498405456542, 156.39624059200287), (94.7590398788452, 162.41073489189148), (87.40922927856444, 161.5273118019104), (80.97659826278685, 161.87450766563416), (72.01500892639159, 161.2404102087021), (99.3214702606201, 172.4295973777771), (91.78128004074095, 171.4810609817505), (83.56156110763548, 171.0090333223343), (73.42035770416258, 169.7781389951706), (97.5795292854309, 181.56850397586823), (87.90817737579344, 180.2689415216446), (80.23375511169432, 178.33654582500458), (71.49673461914061, 175.6393003463745), (85.93909978866576, 186.89452707767487), (79.66280221939085, 185.51563203334808), (74.08885002136229, 184.15387272834778), (66.38379335403441, 182.13626146316528), (52.119569778442376, 167.76815056800842)]



[(77.27133750915526, 145.17996668815613), (69.26588058471678, 148.2608950138092), (61.22613430023193, 151.11501574516296), (54.772152900695794, 155.8270686864853), (95.08689165115355, 161.52056515216827), (88.08944463729857, 161.2572079896927), (81.59369945526122, 161.66145622730255), (72.46655702590941, 160.98377466201782), (99.51287269592284, 171.9080150127411), (92.223744392395, 170.85710227489471), (84.3207263946533, 170.35396993160248), (74.06774282455443, 169.39787328243256), (98.17435741424559, 181.0348677635193), (88.37513208389281, 179.94709253311157), (80.83302497863768, 178.00189197063446), (72.24565744400023, 175.26123762130737), (86.6413378715515, 186.2171709537506), (80.39951562881468, 185.31403362751007), (74.61991310119627, 183.91737699508667), (66.97722673416136, 181.61865949630737), (52.05359458923339, 167.38449275493622)]



[(78.21887969970702, 144.96919333934784), (70.32403707504271, 147.99238085746765), (62.24486589431762, 151.12699449062347), (55.34399986267089, 156.0375416278839), (97.22993373870848, 162.96765267848969), (89.63753700256346, 162.0687210559845), (82.68504381179808, 162.22135305404663), (73.64452600479125, 161.2099814414978), (100.37273168563841, 172.24852681159973), (93.19931745529173, 171.43045485019684), (84.80244398117064, 170.8114904165268), (75.01031398773192, 169.54671263694763), (98.90300989151, 180.79605638980865), (89.51608657836913, 179.90266978740692), (81.7234969139099, 178.09702098369598), (72.89625406265257, 175.17771184444427), (87.61764764785765, 185.79173147678375), (81.39644622802733, 184.8319172859192), (76.03756427764891, 183.35919499397278), (67.72409677505492, 181.16148948669434), (53.07716846466064, 167.4807107448578)]



[(78.50149869918822, 145.03524541854858), (70.71090459823607, 148.2126420736313), (62.82530307769775, 151.20321035385132), (56.09237909317016, 156.0004162788391), (97.80919075012206, 163.41002762317657), (90.03480434417723, 162.1593940258026), (82.80383348464964, 162.2954910993576), (73.8203716278076, 161.1100459098816), (100.97534894943236, 172.38650143146515), (93.66700172424315, 171.65464639663696), (85.39006948471068, 171.03576958179474), (75.57787656784056, 169.83795762062073), (99.24881458282469, 180.77070951461792), (89.96992349624632, 179.82279896736145), (82.15991020202635, 178.1002128124237), (73.73587131500243, 175.3439998626709), (88.67946624755858, 185.88928878307343), (81.97541713714598, 185.02987325191498), (76.42689943313597, 183.5152566432953), (69.00019168853758, 181.4504313468933), (53.7356686592102, 167.4975836277008)]



[(79.07603502273558, 144.55786049365997), (71.24815464019774, 147.71047353744507), (63.31027507781982, 150.76786994934082), (56.75334692001342, 155.67089438438416), (98.53800058364867, 163.31349670886993), (90.65374374389647, 162.18920946121216), (83.53791475296019, 162.0686960220337), (74.69047307968138, 160.77292621135712), (101.36721611022948, 172.0199292898178), (94.05800342559813, 171.168612241745), (85.68439722061156, 170.39352357387543), (76.04113340377806, 169.52426970005035), (99.87698078155516, 179.9047726392746), (90.82016229629515, 179.08546149730682), (82.95060396194457, 177.48882114887238), (73.87415170669554, 174.97068107128143), (89.5733857154846, 184.56340312957764), (82.81127929687499, 184.0929901599884), (77.19600677490233, 182.74683952331543), (69.47930574417113, 180.96532344818115), (54.59565639495849, 167.38609492778778)]


 

[(79.16335344314574, 144.6879494190216), (71.26102924346922, 147.93622970581055), (63.466987609863274, 151.03809893131256), (56.686735153198235, 155.67961871623993), (98.34935188293456, 163.50678384304047), (90.88053703308104, 162.33461916446686), (83.70860338211058, 162.34126567840576), (75.06154060363768, 160.93316853046417), (101.66718721389769, 172.10858702659607), (94.66805219650267, 171.72182500362396), (86.41318559646605, 170.7541126012802), (76.60446882247923, 169.501451253891), (100.32767057418822, 179.88116562366486), (91.52716398239134, 179.18334424495697), (83.49788904190062, 177.5649744272232), (74.68799829483031, 175.06181716918945), (89.64828014373778, 184.94842529296875), (82.97442913055419, 184.3524044752121), (77.621111869812, 183.10989439487457), (70.15212535858153, 181.3150852918625), (53.83150577545165, 167.255317568779)]



[(79.7356081008911, 144.30112481117249), (71.88703536987303, 147.42265820503235), (64.34233903884886, 150.500807762146), (57.58349418640136, 155.00052273273468), (99.37840461730956, 162.98552691936493), (91.65796995162962, 161.9070267677307), (84.36602354049681, 161.79441154003143), (75.6067371368408, 160.49491167068481), (102.11503744125365, 171.80008113384247), (94.96171474456786, 170.8787316083908), (86.57264471054076, 170.08989930152893), (77.0032238960266, 169.32325959205627), (100.59324502944945, 179.03687059879303), (91.90828800201415, 178.30158591270447), (83.99448394775389, 176.99649095535278), (74.8531937599182, 174.46256697177887), (90.31687974929808, 183.5763019323349), (83.73918771743773, 183.22248458862305), (78.33202600479125, 182.0227950811386), (70.79290151596068, 180.25410890579224), (55.25200366973876, 166.35999083518982)]



[(79.6540331840515, 144.62800562381744), (71.85857534408568, 147.81479001045227), (64.31699037551878, 150.85551381111145), (57.25914001464843, 155.1080310344696), (99.03363704681395, 163.27276647090912), (91.30463361740111, 162.10336804389954), (84.06454324722289, 162.02860414981842), (75.10972023010252, 160.52348792552948), (102.19124794006346, 171.99274241924286), (94.87571239471434, 171.43457293510437), (86.68486118316649, 170.47453343868256), (76.84707641601561, 169.06798839569092), (101.00167036056517, 179.6338677406311), (92.51142024993895, 178.89589190483093), (84.28192377090453, 177.26074934005737), (74.97358560562132, 174.73737716674805), (90.9382653236389, 184.09113764762878), (84.1797351837158, 183.8989770412445), (78.69009733200072, 182.5885248184204), (70.47693014144896, 180.7715356349945), (54.770865440368645, 166.25676333904266)]



[(79.32950735092162, 144.74463880062103), (71.48619890213011, 147.8723806142807), (64.14831161499022, 151.03943824768066), (57.71246194839477, 155.73819816112518), (99.25819873809813, 163.33879351615906), (90.91543436050414, 162.2084105014801), (83.93134832382201, 162.20431745052338), (75.20288944244383, 160.81196665763855), (102.16657161712645, 172.35326886177063), (94.8272395133972, 171.3038581609726), (86.45110130310057, 170.56364178657532), (76.7702794075012, 169.60112392902374), (100.85323333740233, 179.50138807296753), (91.77822589874266, 178.7008774280548), (83.79236698150633, 177.16466903686523), (74.78111028671263, 174.7385162115097), (90.27551651000975, 183.9767575263977), (83.46880674362181, 183.64364326000214), (77.82147645950316, 182.33773469924927), (70.57012796401976, 180.64835608005524), (55.38254499435424, 166.93321824073792)]



 

[(79.18816566467284, 143.84075045585632), (71.56381130218504, 147.08149552345276), (64.47609901428221, 150.46204268932343), (57.54656553268432, 154.9170470237732), (99.48921918869017, 162.5955855846405), (91.31265878677367, 161.58266186714172), (84.49619293212889, 161.71814560890198), (75.90682268142699, 160.53407728672028), (102.35904693603514, 171.53397023677826), (95.04680156707762, 170.46340584754944), (86.62754058837889, 169.68021869659424), (77.28670835494994, 169.0351563692093), (101.00494623184203, 178.78074824810028), (92.13601112365721, 177.9781472682953), (84.26921367645262, 176.52605295181274), (75.03428936004637, 174.3053787946701), (90.1993417739868, 183.2585209608078), (83.71312379837035, 182.87209689617157), (78.22568893432616, 181.82820618152618), (70.46600103378294, 180.2120018005371), (55.37683010101318, 166.26608848571777)]


[(78.69026899337767, 143.33753049373627), (71.27898216247557, 146.8880832195282), (64.17735099792479, 150.20580768585205), (57.0974850654602, 154.7234719991684), (99.48033571243285, 162.2742748260498), (91.38152360916136, 161.2174916267395), (84.53475236892699, 161.29683673381805), (76.13566160202025, 160.31689524650574), (102.37415313720702, 171.11624121665955), (95.15222311019896, 169.9487328529358), (86.72339916229247, 169.21280980110168), (77.29101419448851, 168.55270206928253), (100.99216461181639, 178.52512657642365), (92.30140686035155, 177.7708661556244), (84.57940578460692, 176.32579386234283), (75.2012515068054, 173.9726024866104), (90.61782360076903, 183.02844643592834), (84.37718868255614, 182.61667549610138), (79.02281284332274, 181.54199302196503), (70.87372541427611, 179.75783586502075), (54.91748571395873, 165.89469730854034)]



[(78.32794189453124, 142.26526379585266), (71.1072278022766, 146.06177508831024), (64.32597398757933, 149.30158138275146), (57.520544528961175, 153.83850932121277), (99.24080371856688, 161.3199681043625), (90.89566469192503, 160.2619081735611), (84.44357872009276, 160.5598747730255), (75.6288170814514, 159.18509781360626), (102.5059676170349, 170.07402777671814), (95.19664049148558, 168.95601153373718), (86.74430608749388, 168.24945330619812), (77.22039699554442, 167.4834644794464), (101.38510465621947, 177.63675928115845), (92.50910282135008, 176.56093776226044), (84.52693462371825, 174.88337516784668), (75.55415868759154, 172.9228538274765), (90.44978857040404, 182.5615131855011), (84.04206991195677, 181.86419248580933), (78.72736215591429, 180.81061363220215), (71.08689308166502, 179.3925404548645), (55.29672145843505, 165.40006399154663)]



[(78.52868556976317, 141.44221007823944), (71.29403114318846, 145.1648336648941), (64.67649221420287, 148.33080232143402), (58.59294891357421, 153.14799785614014), (99.57206726074217, 160.20780980587006), (91.43353700637816, 159.00604248046875), (84.97532129287718, 159.32998180389404), (76.14906549453734, 157.96297788619995), (103.02622318267821, 168.43404114246368), (95.86590528488158, 167.48751997947693), (87.42173194885252, 166.87192261219025), (78.12901496887206, 165.55168211460114), (101.92317008972167, 176.34088933467865), (92.83879995346068, 175.28938829898834), (84.71812963485716, 173.40520799160004), (76.69814586639403, 171.36557936668396), (91.32727861404418, 181.33777856826782), (85.02020359039305, 180.46875), (79.8020052909851, 179.2051613330841), (72.30159759521483, 178.01045358181), (56.98222160339355, 163.92208456993103)]



[(78.03728342056273, 140.42732119560242), (71.27515554428099, 144.3025767803192), (65.03804683685301, 147.293820977211), (58.85141372680663, 152.5048005580902), (100.01536846160887, 159.25306499004364), (91.93008899688719, 158.03671538829803), (85.33544540405272, 158.4472095966339), (76.95646762847899, 157.0522302389145), (103.29001665115355, 167.46148467063904), (95.98510980606078, 166.51078283786774), (87.33465671539305, 165.89248180389404), (78.48019838333128, 164.66504216194153), (102.22382783889769, 175.09238362312317), (93.08549165725707, 174.1542613506317), (85.05693197250365, 172.5882750749588), (77.18463420867919, 170.44415473937988), (91.79811000823973, 179.7314876317978), (85.4934239387512, 179.16792333126068), (80.38983821868895, 178.075829744339), (73.41134548187254, 176.9267463684082), (56.880476474761956, 164.06446516513824)]



[(78.04971456527709, 139.45012092590332), (71.2724447250366, 143.29951643943787), (64.89807844161986, 146.3767522573471), (59.14257287979125, 151.5280258655548), (99.86771106719969, 158.11279356479645), (91.70728683471678, 157.04156577587128), (85.6712508201599, 157.39105224609375), (77.39949703216551, 156.09176516532898), (103.48596811294554, 166.25374674797058), (96.33960485458373, 165.53404569625854), (87.93042182922362, 164.95678782463074), (78.76662969589232, 164.06590461730957), (102.4009609222412, 173.63523244857788), (93.49963903427123, 172.84056723117828), (85.73028087615965, 171.35022103786469), (77.41240739822386, 169.55796539783478), (91.88479185104369, 178.3715683221817), (85.93737602233885, 177.89806365966797), (80.84480524063109, 176.87138378620148), (74.01190280914305, 175.78398406505585), (57.489767074584954, 162.2367238998413)]


 

[(77.89376020431517, 138.40865850448608), (71.39676332473753, 142.4448448419571), (64.99219179153441, 145.58852076530457), (59.479401111602776, 150.6422746181488), (100.33331394195555, 156.89611852169037), (91.92194223403929, 155.89189410209656), (85.75437068939208, 156.3052797317505), (77.41279363632201, 154.82618629932404), (103.74907493591307, 165.0794917345047), (96.47112607955931, 164.18455302715302), (88.15046310424803, 163.59471559524536), (79.02899980545043, 162.59531021118164), (102.45869636535643, 172.52084612846375), (93.79312276840209, 171.6786915063858), (86.0536766052246, 170.3946751356125), (77.42760658264159, 168.2383006811142), (92.27115869522093, 177.06754982471466), (85.92178344726561, 176.78549230098724), (80.51404953002928, 175.79551219940186), (73.59603166580199, 174.39787924289703), (57.92920589447021, 161.56475007534027)]



[(78.01843643188475, 137.9291582107544), (71.57675027847289, 141.87937796115875), (65.43889760971068, 144.93914008140564), (59.47370052337646, 150.00907838344574), (100.43947219848631, 156.29793226718903), (92.01440334320067, 155.26386737823486), (85.87543487548827, 155.77512323856354), (77.38871812820433, 154.28405106067657), (103.95371675491332, 164.27573919296265), (96.78455114364623, 163.4967702627182), (88.41460704803465, 162.90437936782837), (79.11819219589232, 162.04473853111267), (102.55407571792601, 171.57404959201813), (93.85452747344969, 170.77204942703247), (86.11900091171263, 169.47577893733978), (77.56100893020628, 167.5726979970932), (92.83548116683959, 175.6804060935974), (86.2404155731201, 175.7351928949356), (80.94236612319945, 174.99054551124573), (73.81365537643431, 173.81001949310303), (57.67910957336425, 160.3635334968567)]



[(78.17955493927, 137.26608395576477), (71.60279989242552, 141.48555636405945), (65.42865514755248, 144.66334104537964), (59.26334381103515, 149.95823442935944), (100.91811418533324, 155.9243506193161), (92.72778511047362, 154.9422562122345), (86.48453235626219, 155.35526633262634), (77.92091131210326, 153.90126943588257), (104.15117025375365, 163.65949094295502), (97.12819576263426, 162.96559989452362), (88.75032663345335, 162.300723195076), (79.62695360183714, 161.77932858467102), (103.02854061126708, 170.70329368114471), (94.78819370269774, 169.99326825141907), (87.2102379798889, 168.76142263412476), (78.07143688201903, 167.21394896507263), (93.18002700805663, 175.44723987579346), (86.85147285461424, 175.2228730916977), (81.81514978408812, 174.37616229057312), (74.49580192565917, 173.15921187400818), (57.417912483215325, 160.9267222881317)]



[(78.56009244918822, 136.99957251548767), (72.14291095733641, 140.8665543794632), (66.02023601531981, 144.19342875480652), (60.068671703338616, 149.57720518112183), (100.83542346954344, 155.0677514076233), (92.24546670913695, 154.20386731624603), (86.23408555984496, 154.7169005870819), (77.65832662582396, 153.24877202510834), (104.32946205139159, 163.08230817317963), (97.02765941619872, 162.52689242362976), (88.54402542114256, 162.06501603126526), (79.45525646209715, 161.31178200244904), (103.03436994552611, 170.60276985168457), (94.08692121505736, 169.79374766349792), (86.5383195877075, 168.39244723320007), (78.11919450759886, 166.64662957191467), (93.22208404541014, 174.95270669460297), (86.64617300033568, 174.59581017494202), (81.60093784332274, 173.6702799797058), (74.79648828506468, 172.94383227825165), (58.45490455627441, 160.81453263759613)]



[(78.44062328338622, 136.64545476436615), (72.13846921920775, 140.4692780971527), (66.23514175415038, 143.51333141326904), (60.713481903076165, 148.74959528446198), (100.44594526290892, 154.31783437728882), (92.37090110778807, 153.57276141643524), (86.29560470581053, 154.06653106212616), (78.07445526123045, 152.6629650592804), (104.07792091369627, 162.2463995218277), (97.02867507934569, 161.66675090789795), (88.82930517196654, 161.16808712482452), (79.92359876632689, 160.56804835796356), (102.86122798919676, 169.17419493198395), (94.57815170288085, 168.67339074611664), (86.9993233680725, 167.66453504562378), (78.58911752700804, 166.0270518064499), (93.84487867355345, 173.54964137077332), (87.35957622528075, 173.63414347171783), (82.21427679061888, 172.8256094455719), (75.61593532562254, 171.76538407802582), (59.222345352172844, 159.9768215417862)]



[(79.01561021804808, 137.28160500526428), (72.73262500762938, 140.91593384742737), (66.54760122299193, 144.0532010793686), (61.06749773025512, 149.1603273153305), (100.52561044692992, 154.76829528808594), (92.47887611389159, 153.78021776676178), (86.4469814300537, 154.28718030452728), (78.15829038619994, 152.82002806663513), (104.05260086059569, 162.42822110652924), (97.23455429077147, 161.79676473140717), (89.2526078224182, 161.2705761194229), (80.11337041854857, 160.45102715492249), (102.984881401062, 169.63474452495575), (94.80247735977171, 168.98894369602203), (87.45815992355345, 167.63227880001068), (79.0270972251892, 165.99515855312347), (94.51429367065428, 174.58139061927795), (87.76617050170897, 174.0680193901062), (82.53174304962157, 173.05032670497894), (75.99422693252562, 171.87617182731628), (59.344110488891594, 160.19720792770386)]


 

[(79.32376384735106, 138.63831996917725), (73.23242425918578, 141.91870629787445), (67.88392782211302, 145.0587898492813), (62.62536764144897, 150.09030103683472), (99.57852602005003, 155.3727775812149), (92.2805070877075, 154.76076006889343), (86.96258783340453, 155.4814875125885), (78.81568193435668, 154.1476410627365), (104.03597116470335, 162.84994304180145), (97.33063459396361, 162.47721254825592), (89.48968648910521, 162.31772124767303), (80.6939935684204, 161.1622792482376), (103.27828645706175, 170.3191977739334), (95.07375955581664, 170.00291883945465), (87.77810811996459, 168.73035550117493), (80.0901174545288, 166.75359964370728), (94.58703517913817, 175.866020321846), (88.38558197021483, 175.24247467517853), (83.46714735031127, 173.97187650203705), (76.68746709823607, 172.92010009288788), (60.817451477050774, 160.8935272693634)]



[(80.36919593811034, 140.84532558918), (74.1678214073181, 143.93114805221558), (68.51237297058104, 146.79416835308075), (62.865629196166985, 151.8289965391159), (100.89448213577269, 157.28359401226044), (93.49371671676634, 156.52664244174957), (87.64404773712157, 157.26695895195007), (80.14873981475829, 156.32465600967407), (104.25978899002074, 164.7197538614273), (97.83190727233885, 164.22003865242004), (90.00557899475096, 164.03543829917908), (81.73211574554442, 163.0675631761551), (103.57306480407713, 171.82507753372192), (95.88069677352904, 171.36818289756775), (88.43572139739989, 170.18534123897552), (81.14685058593749, 168.23114097118378), (95.4464292526245, 177.44988083839417), (88.71548652648924, 176.99780523777008), (83.82004022598265, 175.66478490829468), (77.73530960083006, 173.9217585325241), (61.12293004989623, 163.09073209762573)]



[(80.52263975143431, 143.49206507205963), (74.33667182922362, 145.67919373512268), (69.24759864807127, 148.43672096729279), (64.22072410583495, 153.0868273973465), (100.41689872741698, 158.82613599300385), (92.80405282974242, 158.22110295295715), (87.38197803497313, 158.97555112838745), (79.73856210708617, 158.04029524326324), (104.09305572509764, 166.14801585674286), (97.86362171173094, 165.78198194503784), (90.28002262115477, 165.66186904907227), (81.25487565994261, 164.56644594669342), (103.38153362274169, 173.47292482852936), (96.03371143341063, 173.1154900789261), (88.74771595001219, 172.09337890148163), (80.90131044387816, 169.95211243629456), (95.39490222930907, 179.0221381187439), (89.15091276168822, 178.5054624080658), (84.38981294631957, 177.07295715808868), (77.9594850540161, 175.8721911907196), (62.390091419219964, 163.2992649078369)]



[(81.6093063354492, 145.36361575126648), (74.81323242187499, 147.39231705665588), (69.09577846527098, 150.37277162075043), (63.90148401260375, 154.97570157051086), (100.67421913146971, 159.7390240430832), (93.70297908782958, 159.05114114284515), (88.13462018966673, 159.66160655021667), (80.51058769226073, 158.962984085083), (104.24317359924315, 167.37740814685822), (98.41859579086302, 166.9031149148941), (91.38188838958739, 166.60423457622528), (82.56629705429076, 165.91766595840454), (103.54054212570189, 174.6090531349182), (96.17518186569212, 174.09262776374817), (89.29392814636229, 172.89924681186676), (81.98573827743529, 171.0581749677658), (95.84284543991087, 180.11349320411682), (89.08490896224974, 179.3407952785492), (84.38800334930419, 178.1492793560028), (78.02033185958861, 176.9077581167221), (62.33222007751464, 164.9380499124527)]


 

[(82.5149631500244, 147.6779544353485), (74.83309507369994, 148.95414769649506), (69.16011571884154, 152.03607738018036), (64.28180694580077, 156.70995354652405), (100.9270405769348, 161.19414746761322), (93.72162580490111, 160.56448101997375), (87.91193962097167, 160.88460266590118), (80.14728069305419, 159.91795420646667), (103.97222042083739, 168.66563022136688), (97.41935491561888, 167.91983127593994), (90.22260189056395, 167.53747522830963), (81.99884891510008, 167.1492236852646), (103.44953298568724, 175.18641114234924), (95.51424264907835, 174.91053700447083), (88.77006053924559, 173.69214713573456), (81.36979579925536, 172.45777308940887), (95.5100655555725, 181.02228820323944), (89.06643390655516, 180.38801550865173), (84.5177936553955, 179.14131224155426), (77.97445535659789, 178.3463591337204), (62.97141551971435, 166.43780887126923)]



