
[(177.1914138793945, 635.6288604736328), (137.76101875305173, 637.943359375), (101.31595230102536, 644.6137924194336), (61.234394073486285, 652.8020706176758), (232.7921991348266, 728.0748748779297), (207.21253824234003, 714.2471084594727), (178.30403280258173, 704.5516128540039), (138.58683872222898, 690.9633178710938), (236.25712823867792, 776.3243637084961), (209.80619573593134, 759.6007766723633), (175.46662473678583, 744.7749099731445), (133.09037446975702, 727.6648254394531), (215.87589740753168, 815.6017379760742), (182.27235460281366, 798.8631439208984), (151.41264295577997, 781.5412521362305), (116.80519866943354, 757.3301239013672), (155.74478816986078, 836.2721710205078), (133.72819948196405, 822.9755249023438), (117.2814044952392, 806.4261474609375), (94.49988842010492, 781.0243911743164), (37.44849586486812, 690.0237503051758)]

[(177.78453826904294, 639.1411972045898), (139.0065379142761, 642.0078048706055), (101.34500169754025, 648.1615905761719), (59.96691513061519, 655.9785385131836), (233.74199724197382, 733.8523635864258), (207.34907341003412, 718.923210144043), (178.17741107940668, 708.9950256347656), (138.8752598762512, 695.2089157104492), (236.63846540451044, 782.029167175293), (208.61219644546503, 764.6694107055664), (175.7454929351806, 750.4841995239258), (133.53993415832514, 731.0684814453125), (215.0189852714538, 822.3520660400391), (181.22246074676508, 804.2628402709961), (151.778148651123, 786.860466003418), (116.70630455017084, 760.6794662475586), (154.01504230499262, 841.8719787597656), (131.38487148284906, 827.2980270385742), (115.1593866348266, 809.4763107299805), (90.68579578399653, 782.0528793334961), (36.63511276245113, 692.9793853759766)]

[(175.81044101715085, 641.3171081542969), (136.9988851547241, 643.6050643920898), (99.34233570098874, 649.7414932250977), (58.94835376739498, 659.3168792724609), (233.0733203887939, 735.7253036499023), (208.69132375717157, 720.6388702392578), (178.57337808609003, 710.0692825317383), (138.18576478958127, 695.5979766845703), (235.18737745285028, 784.7203369140625), (208.36300849914545, 766.5069961547852), (175.55317211151117, 750.6419067382812), (132.35098171234125, 732.9223556518555), (213.52734231948847, 823.9086303710938), (179.99824047088617, 805.6243133544922), (150.54635810852045, 787.2485122680664), (117.74577426910395, 762.2404632568359), (153.89511966705317, 842.9352874755859), (130.79261827468866, 827.5423049926758), (114.6274852752685, 810.6528930664062), (93.1627750396728, 784.973747253418), (35.331164360046344, 695.2840576171875)]

[(177.73097562789914, 647.5528182983398), (138.31917572021482, 649.793830871582), (101.8927946090698, 655.6338043212891), (60.38568305969234, 664.0383758544922), (232.83467674255365, 743.432502746582), (209.05541753768915, 727.4521636962891), (178.36120033264154, 716.3712158203125), (138.5168437957763, 701.4884185791016), (234.22565317153925, 793.4099884033203), (209.19672918319696, 775.2874908447266), (176.47956848144526, 758.3237915039062), (133.2914371490478, 739.8092956542969), (213.42024707794184, 832.5368118286133), (181.25187063217157, 814.5379486083984), (149.91550254821772, 795.2744369506836), (117.46203947067255, 769.6103515625), (153.85810947418207, 850.3593826293945), (131.36840915679926, 836.4907073974609), (114.82509326934809, 819.8144912719727), (93.63603687286371, 792.6827621459961), (33.295453548431354, 701.5188598632812)]

[(175.0552768707275, 653.2098770141602), (139.39823913574216, 655.2219924926758), (103.2255821228027, 661.9081802368164), (63.575949668884235, 669.49462890625), (229.18181276321405, 749.3179779052734), (205.25655555725092, 734.6258926391602), (176.62460517883295, 723.1629867553711), (136.4132108688354, 705.1207580566406), (232.12916994094843, 802.2537689208984), (207.30019712448114, 783.4710693359375), (174.91799068450922, 766.7248382568359), (131.43083381652826, 743.013053894043), (210.23565816879267, 839.9786911010742), (178.07935810089106, 821.8875427246094), (147.52486038208002, 802.4759368896484), (114.46132993698114, 777.1155700683594), (149.33127021789545, 855.5045471191406), (126.70028829574579, 840.5516815185547), (110.56994247436518, 824.0521850585938), (86.72210025787348, 796.2263946533203), (34.65939331054683, 703.5603485107422)]

[(173.75084781646726, 659.3738098144531), (137.1821937561035, 660.4281463623047), (102.0090522766113, 666.2884674072266), (61.91740036010738, 672.9233856201172), (230.0088944435119, 756.7815933227539), (206.7895946502685, 741.0075073242188), (176.95529365539545, 728.6847152709961), (136.72088813781733, 711.2435684204102), (231.8984870910644, 809.3583374023438), (207.55160808563227, 790.5371856689453), (174.66609907150263, 772.9500274658203), (131.06938362121576, 749.9592208862305), (209.73614072799677, 846.8356170654297), (177.71015739440912, 828.4771728515625), (147.2708358764648, 808.845588684082), (114.20949840545649, 782.7116928100586), (147.52495050430292, 864.218391418457), (125.8936042785644, 848.5970993041992), (110.5296578407287, 831.2940063476562), (87.35827302932734, 802.4095001220703), (31.781640529632526, 707.2321014404297)]

[(172.19527816772458, 672.1061172485352), (137.85732936859128, 672.3647613525391), (107.38580417633054, 677.0531997680664), (72.36316680908199, 682.0029525756836), (223.1122913360595, 769.4049530029297), (201.99286937713617, 754.7216262817383), (175.47053003311152, 741.9349517822266), (138.04977035522455, 722.8679733276367), (230.53995466232294, 821.0361480712891), (207.01231670379633, 806.0184478759766), (177.01882982254023, 790.2869262695312), (132.0107402801513, 758.5122604370117), (210.5119428634643, 853.9661407470703), (177.38628816604609, 840.0764236450195), (147.19801712036127, 817.135498046875), (115.10104751586908, 788.7135925292969), (144.51907396316523, 873.1259918212891), (123.93056201934809, 859.7192764282227), (107.09506988525385, 840.9356689453125), (85.68707656860346, 810.1752853393555), (34.18456935882564, 712.5816497802734)]

[(83.67518806457514, 823.2030868530273), (70.06910562515253, 823.5673141479492), (50.75002527236934, 804.3224411010742), (36.80880832672115, 763.1808319091797), (113.1514635086059, 866.6171646118164), (104.38296175003046, 865.2603378295898), (92.39102840423578, 852.6357498168945), (75.45045375823969, 818.4524841308594), (187.77954339981073, 862.0343627929688), (163.36954879760737, 857.4795989990234), (136.91918706893915, 842.1146011352539), (111.12503528594965, 803.7177276611328), (210.56169033050531, 832.176643371582), (190.85220050811762, 822.65380859375), (167.08621931076044, 809.1654891967773), (135.54341125488276, 777.609733581543), (217.18381118774408, 790.941520690918), (203.59764575958246, 780.4983978271484), (182.50192594528193, 768.5329971313477), (152.82278537750238, 749.4537353515625), (48.72173452377315, 709.3302536010742)]
[(83.67518806457514, 823.2030868530273), (70.06910562515253, 823.5673141479492), (50.75002527236934, 804.3224411010742), (36.80880832672115, 763.1808319091797), (113.1514635086059, 866.6171646118164), (104.38296175003046, 865.2603378295898), (92.39102840423578, 852.6357498168945), (75.45045375823969, 818.4524841308594), (187.77954339981073, 862.0343627929688), (163.36954879760737, 857.4795989990234), (136.91918706893915, 842.1146011352539), (111.12503528594965, 803.7177276611328), (210.56169033050531, 832.176643371582), (190.85220050811762, 822.65380859375), (167.08621931076044, 809.1654891967773), (135.54341125488276, 777.609733581543), (217.18381118774408, 790.941520690918), (203.59764575958246, 780.4983978271484), (182.50192594528193, 768.5329971313477), (152.82278537750238, 749.4537353515625), (48.72173452377315, 709.3302536010742)]
[(83.67518806457514, 823.2030868530273), (70.06910562515253, 823.5673141479492), (50.75002527236934, 804.3224411010742), (36.80880832672115, 763.1808319091797), (113.1514635086059, 866.6171646118164), (104.38296175003046, 865.2603378295898), (92.39102840423578, 852.6357498168945), (75.45045375823969, 818.4524841308594), (187.77954339981073, 862.0343627929688), (163.36954879760737, 857.4795989990234), (136.91918706893915, 842.1146011352539), (111.12503528594965, 803.7177276611328), (210.56169033050531, 832.176643371582), (190.85220050811762, 822.65380859375), (167.08621931076044, 809.1654891967773), (135.54341125488276, 777.609733581543), (217.18381118774408, 790.941520690918), (203.59764575958246, 780.4983978271484), (182.50192594528193, 768.5329971313477), (152.82278537750238, 749.4537353515625), (48.72173452377315, 709.3302536010742)]
[(83.67518806457514, 823.2030868530273), (70.06910562515253, 823.5673141479492), (50.75002527236934, 804.3224411010742), (36.80880832672115, 763.1808319091797), (113.1514635086059, 866.6171646118164), (104.38296175003046, 865.2603378295898), (92.39102840423578, 852.6357498168945), (75.45045375823969, 818.4524841308594), (187.77954339981073, 862.0343627929688), (163.36954879760737, 857.4795989990234), (136.91918706893915, 842.1146011352539), (111.12503528594965, 803.7177276611328), (210.56169033050531, 832.176643371582), (190.85220050811762, 822.65380859375), (167.08621931076044, 809.1654891967773), (135.54341125488276, 777.609733581543), (217.18381118774408, 790.941520690918), (203.59764575958246, 780.4983978271484), (182.50192594528193, 768.5329971313477), (152.82278537750238, 749.4537353515625), (48.72173452377315, 709.3302536010742)]
[(83.67518806457514, 823.2030868530273), (70.06910562515253, 823.5673141479492), (50.75002527236934, 804.3224411010742), (36.80880832672115, 763.1808319091797), (113.1514635086059, 866.6171646118164), (104.38296175003046, 865.2603378295898), (92.39102840423578, 852.6357498168945), (75.45045375823969, 818.4524841308594), (187.77954339981073, 862.0343627929688), (163.36954879760737, 857.4795989990234), (136.91918706893915, 842.1146011352539), (111.12503528594965, 803.7177276611328), (210.56169033050531, 832.176643371582), (190.85220050811762, 822.65380859375), (167.08621931076044, 809.1654891967773), (135.54341125488276, 777.609733581543), (217.18381118774408, 790.941520690918), (203.59764575958246, 780.4983978271484), (182.50192594528193, 768.5329971313477), (152.82278537750238, 749.4537353515625), (48.72173452377315, 709.3302536010742)]

[(267.99808502197266, 190.151481628418), (242.88321447372437, 197.00215911865237), (209.26498174667358, 209.84794044494632), (174.82901000976562, 229.04086303710938), (323.85340547561646, 165.2085876464844), (295.21851110458374, 183.4429969787598), (270.357394695282, 205.8718948364258), (227.62362957000732, 225.4834251403809), (353.429386138916, 170.69004821777347), (329.66728019714355, 196.1828479766846), (296.51122426986694, 224.85019302368167), (244.64639568328857, 254.3126029968262), (357.17342376708984, 192.86357307434085), (340.9701991081238, 216.5185871124268), (307.9839334487915, 243.60426712036136), (254.48563957214355, 275.0983657836914), (349.7793159484863, 228.10770416259768), (335.15833711624146, 248.40197372436526), (307.3794836997986, 269.137882232666), (264.62000370025635, 293.403751373291), (161.11078548431394, 279.63475799560547)]

[(288.72126960754395, 172.56744766235354), (258.9059543609619, 181.32922363281253), (220.7180142402649, 195.38138771057132), (186.77807521820068, 218.30766677856445), (332.7307448387146, 154.74653244018558), (307.62951278686523, 171.01747894287112), (273.6591725349426, 196.539665222168), (232.57542514801025, 217.36522865295413), (346.3037223815918, 169.0679683685303), (325.9206590652466, 185.60665130615237), (292.3878321647644, 209.0209655761719), (240.83578777313232, 233.3622970581055), (345.3253254890442, 185.10328865051272), (326.8204393386841, 202.75088882446292), (295.4890580177307, 224.197868347168), (248.9288535118103, 252.45899581909183), (341.11535596847534, 202.0537033081055), (321.23196029663086, 222.1398506164551), (294.0678005218506, 245.34377288818362), (260.582407951355, 270.5516662597656), (167.38263130187985, 272.5333671569824)]

[(267.191611289978, 171.07252693176272), (234.7534990310669, 175.0310688018799), (195.33205604553223, 192.44090652465823), (168.99966430664062, 217.80024528503418), (315.22510385513306, 131.57431983947757), (289.1748847961426, 149.2242698669434), (261.0771789550781, 173.84660911560061), (216.27066278457642, 199.2390995025635), (342.4569454193115, 139.38675498962405), (320.0591998100281, 160.7762031555176), (287.29211139678955, 189.3527984619141), (234.69759321212769, 223.43725013732913), (347.0753788948059, 160.8713188171387), (330.0753836631775, 182.18906974792483), (296.74854612350464, 208.18610000610354), (248.46451377868652, 244.2709312438965), (338.9746527671814, 193.5297832489014), (322.80288076400757, 211.26842689514163), (296.8897075653076, 232.4310874938965), (260.4278783798218, 262.204532623291), (159.70848369598386, 265.4100799560547)]

[(242.55180501937866, 185.12559890747073), (212.5689525604248, 184.63509368896487), (179.44597148895264, 194.9193878173828), (153.80517768859863, 213.92547035217285), (306.6030807495117, 128.65763092041018), (276.74282455444336, 148.52310562133792), (249.17329502105713, 174.9099979400635), (208.05328845977783, 198.25433731079104), (335.10468435287476, 135.02928543090823), (313.40310287475586, 160.38631439208987), (279.5258288383484, 192.48866462707522), (229.86532974243164, 225.74065399169925), (336.99953413009644, 157.15156745910647), (320.492657661438, 179.18948173522952), (290.58208322525024, 207.13068199157718), (241.6423215866089, 242.52496337890628), (327.14710235595703, 178.73665428161624), (313.8111763000488, 198.68310546875003), (288.85074520111084, 223.39911842346194), (252.82153272628784, 256.4557762145996), (142.29897308349607, 265.724853515625)]

[(237.42610359191895, 172.1888408660889), (210.39388275146484, 169.72672843933108), (175.52943992614746, 186.29397010803223), (147.3598165512085, 206.03719902038574), (290.60996103286743, 124.80364418029787), (263.1786789894104, 145.23052024841311), (238.55218076705933, 169.94419670104983), (199.96707201004028, 198.04094123840335), (321.92644214630127, 130.66730308532718), (301.0704174041748, 156.064079284668), (269.6891384124756, 187.88209724426272), (220.71332788467407, 224.15143203735354), (326.77234411239624, 150.5944347381592), (312.7226800918579, 175.62953376770022), (281.0694422721863, 206.39467048645022), (231.4035358428955, 240.3908958435059), (320.62814140319824, 181.29326820373538), (309.6125020980835, 202.74452018737796), (286.3325500488281, 227.51225662231448), (243.1136269569397, 254.2255783081055), (134.56546497344968, 263.122257232666)]

[(220.78918075561523, 167.80855369567874), (198.7759566307068, 172.14070892333987), (170.217125415802, 188.19631004333496), (137.47268772125244, 208.27942657470703), (282.7779493331909, 126.03660964965822), (255.4582085609436, 145.70768737792972), (233.20225524902344, 170.9111080169678), (193.59308767318726, 198.88400459289554), (316.85141944885254, 131.6636943817139), (296.0030851364136, 158.56591224670413), (264.6594171524048, 190.75887870788577), (214.13659858703613, 225.54433441162112), (322.78653860092163, 153.60890960693362), (309.32846689224243, 179.85818862915042), (277.53358697891235, 210.64016151428225), (228.12798357009888, 244.8144683837891), (316.0316376686096, 185.482629776001), (305.55489921569824, 206.31083679199222), (280.9884223937988, 232.78602218627933), (239.99065160751343, 258.890438079834), (127.09322118759152, 266.0079040527344)]

[(218.66848468780518, 169.00309371948245), (196.85473108291626, 175.89083480834964), (166.42279958724976, 192.378568649292), (133.92914199829102, 212.33050727844238), (277.35905027389526, 128.81736755371097), (251.56543922424316, 149.44646453857425), (230.10917043685913, 173.99760055541995), (190.94905185699463, 201.5185241699219), (314.87098360061646, 133.9773921966553), (294.3981885910034, 160.35015869140628), (262.79547929763794, 192.8148403167725), (210.5269331932068, 229.9659576416016), (320.1817960739136, 156.83799552917483), (307.17475605010986, 181.68941879272464), (275.2179265022278, 213.23996734619143), (224.01822996139526, 248.90190505981448), (312.62618923187256, 187.2442722320557), (303.13956356048584, 207.97015380859378), (278.4019145965576, 235.0878372192383), (236.83330965042114, 261.54141998291016), (122.82040643692014, 271.1636428833008)]

[(213.9959478378296, 166.8449802398682), (192.33215761184692, 173.699275970459), (164.08304643630981, 190.76611518859863), (131.70171117782593, 211.0475673675537), (275.5192952156067, 129.1108722686768), (249.6765375137329, 149.6186447143555), (228.44728660583496, 174.54249954223636), (186.26630115509033, 204.0203971862793), (313.6765937805176, 134.78782463073733), (292.8502492904663, 161.35954093933108), (260.1864709854126, 195.11915206909183), (208.11649417877197, 232.0396766662598), (319.04147958755493, 157.07860183715823), (305.81736516952515, 182.70083045959475), (271.87985944747925, 214.88374328613284), (221.5595154762268, 250.46648025512698), (311.4255208969116, 186.91681480407718), (301.32516288757324, 208.58403968811038), (274.9837589263916, 236.37889480590823), (233.15530157089233, 262.2623710632324), (121.96601772308347, 267.50390625)]

[(217.88373041152954, 169.93171310424808), (195.05279731750488, 175.44798088073733), (165.28903198242188, 192.47726249694824), (130.81340646743774, 214.47190475463867), (278.492036819458, 132.7157611846924), (250.85512590408325, 152.9026851654053), (228.68232536315918, 177.36025428771975), (187.5023274421692, 205.09406661987308), (313.50725412368774, 137.37953948974612), (293.3449001312256, 164.99192047119143), (260.47005558013916, 198.4030857086182), (208.3476877212524, 233.68724441528323), (318.7423939704895, 159.1907062530518), (306.026478767395, 186.9461479187012), (271.82800912857056, 219.96110916137698), (220.74502086639404, 253.1647529602051), (311.65205812454224, 185.56550216674808), (302.73197078704834, 208.5450534820557), (275.3431963920593, 239.41119384765628), (231.1005449295044, 267.0474739074707), (120.44589614868161, 271.1673011779785)]

[(215.18183612823486, 170.76704597473147), (194.58163833618164, 177.47286033630374), (167.50318479537964, 192.91107749938965), (132.848876953125, 212.83078575134277), (277.84510946273804, 132.59192657470706), (250.63102197647095, 152.67225265502933), (228.83093690872192, 177.00406455993655), (187.77224349975586, 206.45841026306155), (312.86459255218506, 136.90091705322268), (293.0394458770752, 164.22321128845218), (260.30251836776733, 197.8289604187012), (207.46752405166623, 235.17504882812503), (317.68613147735596, 157.59714508056643), (305.16178607940674, 184.63929939270022), (273.59933137893677, 217.95043563842776), (221.01914262771606, 252.92434692382815), (311.0027275085449, 185.02026939392093), (302.0231294631958, 206.57291221618655), (277.471462726593, 235.39564132690433), (233.67969274520874, 263.4501152038574), (123.41380119323728, 270.9380569458008)]

[(206.22275590896606, 175.41061019897464), (187.2921323776245, 182.0381183624268), (160.6470766067505, 197.56346702575684), (130.12505292892456, 218.9362392425537), (272.08197355270386, 134.33104515075686), (246.97932958602905, 156.32385826110843), (225.9026255607605, 180.93464851379397), (183.49417161941528, 209.47775840759277), (312.2739315032959, 137.7786674499512), (291.90910291671753, 164.98282814025882), (258.87660455703735, 199.55021476745608), (204.55167961120603, 237.98005294799808), (317.8829584121704, 158.33286285400393), (305.124445438385, 185.11646652221683), (272.84678077697754, 217.87724304199222), (220.57030391693115, 255.7605133056641), (311.6990718841553, 185.74856376647952), (302.51300382614136, 206.23192977905276), (278.7336845397949, 234.60061645507815), (234.72396898269653, 266.28160858154297), (119.13533878326413, 280.93860626220703)]

[(206.80389404296875, 178.5755825042725), (188.30261278152466, 185.73638725280765), (162.14902353286743, 198.75922203063965), (133.07159900665283, 216.181396484375), (269.3783369064331, 136.21554756164554), (246.42165327072144, 157.9557514190674), (226.6040768623352, 182.3775386810303), (182.7888150215149, 212.25772857666016), (312.9838843345642, 140.47021102905276), (291.79344606399536, 167.4895877838135), (259.4365038871765, 202.06061935424808), (206.05666065216062, 240.52774810791018), (319.4444761276245, 161.44290733337405), (305.8164939880371, 187.5678577423096), (273.3469891548157, 220.34441566467288), (221.94701099395752, 258.3593978881836), (312.92776823043823, 189.47133255004886), (303.0257992744446, 210.02097511291507), (278.2564573287964, 238.32638931274417), (236.35755443572998, 267.46350479125977), (122.79282903671262, 272.0094566345215)]

[(198.57615566253662, 172.95722961425784), (183.54091501235962, 180.37743949890137), (159.733717918396, 198.1358699798584), (132.7617588043213, 219.61075401306152), (270.1463885307312, 136.1321544647217), (245.5204610824585, 160.21573638916018), (226.14190006256104, 186.07707595825198), (184.9313507080078, 213.31631088256836), (314.64273405075073, 141.53713798522952), (294.021297454834, 169.17281723022464), (260.0928339958191, 203.37797927856448), (207.428831577301, 240.91638183593753), (320.7769331932068, 163.06876564025882), (307.2665305137634, 189.98968887329104), (275.2893633842468, 221.63702201843265), (221.78593254089355, 258.61708068847656), (314.2673749923706, 188.47701072692874), (304.9891119003296, 209.38999938964847), (279.6437087059021, 239.05409622192386), (234.44708347320557, 270.0356330871582), (122.26996994018552, 274.69560623168945)]

[(198.37461233139038, 174.99471282958987), (182.3962426185608, 182.21125984191895), (158.0573844909668, 200.0083293914795), (130.2572021484375, 223.1271629333496), (267.7669816017151, 137.7970657348633), (245.0686182975769, 161.96800613403323), (225.85251760482788, 188.64738845825198), (179.9542007446289, 218.7909755706787), (313.4510178565979, 143.77001953125003), (293.16696882247925, 171.5014686584473), (260.7703127861023, 205.43841361999515), (206.0166764259338, 244.93620681762698), (320.1667757034302, 165.1228713989258), (306.9313659667969, 192.93205261230472), (274.27494764328003, 225.63496398925784), (222.30882167816162, 261.87768936157227), (313.73289012908936, 188.83612442016604), (304.7296199798584, 210.65037536621097), (279.28700494766235, 241.34039688110354), (235.67803287506104, 271.35034942626953), (123.30673599243161, 276.1333694458008)]

[(195.33058404922485, 181.50607681274417), (179.7394094467163, 189.44146537780762), (154.17548990249634, 203.8500461578369), (126.39663648605347, 227.30755233764648), (263.5037498474121, 135.93212318420413), (243.7160940170288, 159.42662620544436), (223.83035516738892, 188.72086143493655), (179.49493789672852, 221.82682609558105), (307.1703100204468, 143.4144439697266), (289.8938798904419, 172.14849281311038), (257.99755239486694, 206.14190101623538), (205.32402706146237, 247.908504486084), (316.0290541648865, 164.30716514587405), (304.6068434715271, 192.11534500122073), (274.26263093948364, 224.4378471374512), (221.90964031219482, 265.3519744873047), (309.05746936798096, 188.00776100158694), (301.87785243988037, 210.08065605163577), (278.89190912246704, 240.7730407714844), (236.58132791519165, 273.78602600097656), (118.46615123748776, 279.6979103088379)]

[(203.28233814239502, 176.96741485595706), (177.60309219360352, 184.36180305480957), (146.49914932250977, 200.06818389892578), (119.95379877090454, 224.31282424926758), (252.23192310333252, 132.8551235198975), (237.19322776794434, 152.0717182159424), (217.25990438461304, 183.63579177856448), (176.79178190231323, 219.42074966430664), (290.0292134284973, 145.44210052490237), (275.8944139480591, 169.7895603179932), (248.92386674880981, 203.3528518676758), (201.98866367340085, 246.1657409667969), (294.61042642593384, 173.3972263336182), (286.55773544311523, 192.73021888732913), (263.75651264190674, 220.98058509826663), (218.18548965454102, 262.0677070617676), (288.52576446533203, 189.24012565612796), (282.37287998199463, 208.1049900054932), (267.04465198516846, 235.82937622070315), (226.72940683364868, 269.9336814880371), (113.6221418380737, 279.1834259033203)]
[(203.28233814239502, 176.96741485595706), (177.60309219360352, 184.36180305480957), (146.49914932250977, 200.06818389892578), (119.95379877090454, 224.31282424926758), (252.23192310333252, 132.8551235198975), (237.19322776794434, 152.0717182159424), (217.25990438461304, 183.63579177856448), (176.79178190231323, 219.42074966430664), (290.0292134284973, 145.44210052490237), (275.8944139480591, 169.7895603179932), (248.92386674880981, 203.3528518676758), (201.98866367340085, 246.1657409667969), (294.61042642593384, 173.3972263336182), (286.55773544311523, 192.73021888732913), (263.75651264190674, 220.98058509826663), (218.18548965454102, 262.0677070617676), (288.52576446533203, 189.24012565612796), (282.37287998199463, 208.1049900054932), (267.04465198516846, 235.82937622070315), (226.72940683364868, 269.9336814880371), (113.6221418380737, 279.1834259033203)]
[(203.28233814239502, 176.96741485595706), (177.60309219360352, 184.36180305480957), (146.49914932250977, 200.06818389892578), (119.95379877090454, 224.31282424926758), (252.23192310333252, 132.8551235198975), (237.19322776794434, 152.0717182159424), (217.25990438461304, 183.63579177856448), (176.79178190231323, 219.42074966430664), (290.0292134284973, 145.44210052490237), (275.8944139480591, 169.7895603179932), (248.92386674880981, 203.3528518676758), (201.98866367340085, 246.1657409667969), (294.61042642593384, 173.3972263336182), (286.55773544311523, 192.73021888732913), (263.75651264190674, 220.98058509826663), (218.18548965454102, 262.0677070617676), (288.52576446533203, 189.24012565612796), (282.37287998199463, 208.1049900054932), (267.04465198516846, 235.82937622070315), (226.72940683364868, 269.9336814880371), (113.6221418380737, 279.1834259033203)]
[(203.28233814239502, 176.96741485595706), (177.60309219360352, 184.36180305480957), (146.49914932250977, 200.06818389892578), (119.95379877090454, 224.31282424926758), (252.23192310333252, 132.8551235198975), (237.19322776794434, 152.0717182159424), (217.25990438461304, 183.63579177856448), (176.79178190231323, 219.42074966430664), (290.0292134284973, 145.44210052490237), (275.8944139480591, 169.7895603179932), (248.92386674880981, 203.3528518676758), (201.98866367340085, 246.1657409667969), (294.61042642593384, 173.3972263336182), (286.55773544311523, 192.73021888732913), (263.75651264190674, 220.98058509826663), (218.18548965454102, 262.0677070617676), (288.52576446533203, 189.24012565612796), (282.37287998199463, 208.1049900054932), (267.04465198516846, 235.82937622070315), (226.72940683364868, 269.9336814880371), (113.6221418380737, 279.1834259033203)]
